complaint_id,event_id,student_key,complaint_text,category,template_group,evaluation_fold,campus,zone,facility,facility_type,floor,room,latitude,longitude,day_name,hour,observed_at,impact_rating,severity,occupancy_pct,humidity_pct,recurring,status,resolution_hours,has_image,is_seeded_anomaly,source_system,complaint_clean,full_date,time_band,occupancy_band,humidity_band,impact_normalized,occupancy_standardized,humidity_standardized,service_sessions,report_conversions,mean_dwell_seconds
CL-10010,EV-202508-0002,ANON-0198,"students report that water is leaking into the walking area in G2; the water service needs attention, and the condition has become more frequent at 9:07 case 10",Water,Water:1,1,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 2,G2,28.6299,77.37315,Tuesday,9,2025-08-05T03:37:00+00:00,3,Medium,52,35,1,Resolved,7.07,0,0,mobile,students report that water is leaking into the walking area in g2 the water service needs attention and the condition has become more frequent at 9:07 case 10,2025-08-05,8-10,Medium,Low,0.5,-0.5714,-1.47641,2.0,0.0,28.5
CL-10011,EV-202508-0002,ANON-0201,"a repeated observation is that the nearest water point is not operational in Washroom G; the water service needs attention, without any warning notice at 11:49 case 11",Water,Water:3,3,JIIT Sector 62,General & Utilities,Washrooms,utility,Ground Floor,Washroom G,28.62982,77.37326,Tuesday,11,2025-08-05T06:19:00+00:00,5,Low,60,82,0,Escalated,5.57,0,0,mobile,a repeated observation is that the nearest water point is not operational in washroom g the water service needs attention without any warning notice at 11:49 case 11,2025-08-05,10-12,Medium,High,1.0,-0.16127,1.82617,1.0,0.0,29.0
CL-10012,EV-202508-0002,ANON-0229,"the current problem is that the security queue is delaying entry in CL15-A; campus operations are being disrupted, and several students are affected at 18:09 case 12",Cleanliness,Other:4,4,JIIT Sector 62,Labs & Research,CL15,lab,Floor 1,CL15-A,28.62978,77.37254,Tuesday,18,2025-08-05T12:39:00+00:00,1,Critical,46,62,0,Resolved,7.3,0,0,mobile,the current problem is that the security queue is delaying entry in cl15-a campus operations are being disrupted and several students are affected at 18:09 case 12,2025-08-05,4-7,Medium,Medium,0.0,-0.87899,0.42081,0.0,0.0,0.0
CL-10013,EV-202508-0002,ANON-0389,"students report that several desks have loose or damaged fittings in Visitor Parking; although nearby rooms remain usable, while another campus service remains normal at 17:17 case 13",Infrastructure,Infrastructure:1,1,JIIT Sector 62,General & Utilities,Parking,outdoor,Outdoor,Visitor Parking,28.62945,77.37222,Tuesday,17,2025-08-05T11:47:00+00:00,5,Low,55,63,0,Verified,3.49,0,0,mobile,students report that several desks have loose or damaged fittings in visitor parking although nearby rooms remain usable while another campus service remains normal at 17:17 case 13,2025-08-05,4-7,Medium,Medium,1.0,-0.4176,0.49108,1.0,0.0,55.0
CL-10014,EV-202508-0002,ANON-0246,"staff were informed that a tap continues running after it is closed in Washroom G; the water service needs attention, without any warning notice at 13:35 case 14",Water,Water:5,0,JIIT Sector 62,General & Utilities,Washrooms,utility,Ground Floor,Washroom G,28.62982,77.37326,Tuesday,13,2025-08-05T08:05:00+00:00,2,High,49,58,1,Escalated,3.96,0,0,web,staff were informed that a tap continues running after it is closed in washroom g the water service needs attention without any warning notice at 13:35 case 14,2025-08-05,12-2,Medium,Medium,0.25,-0.72519,0.13974,1.0,0.0,29.0
CL-10015,EV-202508-0003,ANON-0586,"a repeated observation is that laboratory equipment reports a calibration error in H4 Corridor 1; and staff assistance has been requested, and the condition has become more frequent at 18:36 case 15",Lab Equipment,Lab Equipment:3,3,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Floor 1,H4 Corridor 1,28.63062,77.37262,Tuesday,18,2025-08-05T13:06:00+00:00,1,Critical,54,46,0,In Progress,7.0,0,0,mobile,a repeated observation is that laboratory equipment reports a calibration error in h4 corridor 1 and staff assistance has been requested and the condition has become more frequent at 18:36 case 15,2025-08-05,4-7,Medium,Low,0.0,-0.46886,-0.70347,2.0,0.0,21.5
CL-10016,EV-202508-0003,ANON-0079,"the class representative confirmed that backup power did not activate during an interruption in Gate 1; the electrical supply needs inspection, and the issue lasts more than ten minutes at 18:52 case 16",Electrical,Electrical:9,4,JIIT Sector 62,General & Utilities,Main Gate,outdoor,Outdoor,Gate 1,28.62938,77.37238,Tuesday,18,2025-08-05T13:22:00+00:00,3,Medium,60,50,0,Open,3.58,0,0,mobile,the class representative confirmed that backup power did not activate during an interruption in gate 1 the electrical supply needs inspection and the issue lasts more than ten minutes at 18:52 case 16,2025-08-05,4-7,Medium,Low,0.5,-0.16127,-0.4224,0.0,0.0,0.0
CL-10017,EV-202508-0003,ANON-0080,"for the second time this week the lecture-room screen does not lower correctly in CR202; without any warning notice, during a regular teaching period at 9:51 case 17",Infrastructure,Infrastructure:7,2,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 2,CR202,28.6297,77.3729,Tuesday,9,2025-08-05T04:21:00+00:00,1,Critical,48,59,0,In Progress,4.19,0,0,mobile,for the second time this week the lecture-room screen does not lower correctly in cr202 without any warning notice during a regular teaching period at 9:51 case 17,2025-08-05,8-10,Medium,Medium,0.0,-0.77646,0.21001,2.0,0.0,65.0
CL-10018,EV-202508-0003,ANON-0410,"A REPEATED OBSERVATION IS THAT THE WASH AREA NEEDS URGENT SANITATION IN G5; THIS IS A HYGIENE AND CLEANLINESS CONCERN, AND SEVERAL STUDENTS ARE AFFECTED AT 10:57 CASE 18   !!!",Network,Cleanliness:3,3,JIIT Sector 62,Academic & Teaching,A2/2,academic,Ground Floor,G5,28.63024,77.37275,Tuesday,10,2025-08-05T05:27:00+00:00,5,Low,92,49,0,Open,4.88,0,0,mobile,a repeated observation is that the wash area needs urgent sanitation in g5 this is a hygiene and cleanliness concern and several students are affected at 10:57 case 18,2025-08-05,8-10,High,Low,1.0,1.47923,-0.49267,3.0,0.0,33.333333333333336
CL-10019,EV-202508-0003,ANON-0471,"please investigate because the drinking-water dispenser is empty in H4 Corridor 2; and staff assistance has been requested, and several students are affected at 10:21 case 19",Cleanliness,Water:0,0,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Floor 2,H4 Corridor 2,28.63062,77.37262,Tuesday,10,2025-08-05T04:51:00+00:00,3,Medium,95,71,0,Resolved,7.0,0,0,mobile,please investigate because the drinking-water dispenser is empty in h4 corridor 2 and staff assistance has been requested and several students are affected at 10:21 case 19,2025-08-05,8-10,High,High,0.5,1.63303,1.05322,2.0,0.0,21.5
CL-10020,EV-202508-0004,ANON-0258,"an urgent maintenance check is needed because standing water is creating an unhygienic patch in G6; while the area is moderately occupied, near the main entrance to the space at 8:38 case 20",Cleanliness,Cleanliness:8,3,JIIT Sector 62,Academic & Teaching,A2/2,academic,Ground Floor,G6,28.63024,77.37275,Wednesday,8,2025-08-06T03:08:00+00:00,3,Medium,81,78,0,In Progress,2.48,0,0,mobile,an urgent maintenance check is needed because standing water is creating an unhygienic patch in g6 while the area is moderately occupied near the main entrance to the space at 8:38 case 20,2025-08-06,8-10,High,High,0.5,0.91531,1.5451,2.0,0.0,32.0
CL-10021,EV-202508-0004,ANON-0231,"the class representative confirmed that a window latch is broken and requires maintenance in H5 Corridor 1; without any warning notice, and the condition has become more frequent at 15:09 case 21",Infrastructure,Infrastructure:9,4,JIIT Sector 62,Hostels,H5 Boys Hostel,hostel,Floor 1,H5 Corridor 1,28.63075,77.37278,Wednesday,15,2025-08-06T09:39:00+00:00,2,High,59,57,0,Open,4.97,0,0,web,the class representative confirmed that a window latch is broken and requires maintenance in h5 corridor 1 without any warning notice and the condition has become more frequent at 15:09 case 21,2025-08-06,2-4,Medium,Medium,0.25,-0.21254,0.06948,4.0,2.0,45.25
CL-10022,EV-202508-0004,ANON-0737,"the class representative confirmed that the supply is unavailable on this floor in Academic Office; and staff assistance has been requested, near the main entrance to the space at 15:48 case 22",Cleanliness,Water:9,4,JIIT Sector 62,General & Utilities,Administration Block,office,Floor 1,Academic Office,28.62992,77.37334,Wednesday,15,2025-08-06T10:18:00+00:00,2,High,43,71,0,Resolved,6.2,0,0,web,the class representative confirmed that the supply is unavailable on this floor in academic office and staff assistance has been requested near the main entrance to the space at 15:48 case 22,2025-08-06,2-4,Medium,High,0.25,-1.03279,1.05322,2.0,0.0,56.0
CL-10023,EV-202508-0004,ANON-0440,"TODAY WE NOTICED THAT CHARGING POINTS ARE UNAVAILABLE IN WASHROOM G; THE ELECTRICAL SUPPLY NEEDS INSPECTION, AFTER NORMAL TROUBLESHOOTING WAS ATTEMPTED AT 10:44 CASE 23   !!!",Electrical,Electrical:6,1,JIIT Sector 62,General & Utilities,Washrooms,utility,Ground Floor,Washroom G,28.62982,77.37326,Wednesday,10,2025-08-06T05:14:00+00:00,3,Medium,44,44,1,Resolved,6.7,0,0,web,today we noticed that charging points are unavailable in washroom g the electrical supply needs inspection after normal troubleshooting was attempted at 10:44 case 23,2025-08-06,8-10,Medium,Low,0.5,-0.98152,-0.844,0.0,0.0,0.0
CL-10024,EV-202508-0004,ANON-0224,"the current problem is that food waste has accumulated near the seating area in Academic Office; this is a hygiene and cleanliness concern, and the condition has become more frequent at 8:33 case 24",Cleanliness,Cleanliness:4,4,JIIT Sector 62,General & Utilities,Administration Block,office,Floor 1,Academic Office,28.62992,77.37334,Wednesday,8,2025-08-06T03:03:00+00:00,3,Medium,38,62,0,In Progress,5.55,1,0,mobile,the current problem is that food waste has accumulated near the seating area in academic office this is a hygiene and cleanliness concern and the condition has become more frequent at 8:33 case 24,2025-08-06,8-10,Low,Medium,0.5,-1.28912,0.42081,2.0,0.0,56.0
CL-10025,EV-202508-0005,ANON-0185,"for the second time this week order processing has stopped at one counter in Visitor Parking; although nearby rooms remain usable, while another campus service remains normal at 16:53 case 25",Canteen,Canteen:7,2,JIIT Sector 62,General & Utilities,Parking,outdoor,Outdoor,Visitor Parking,28.62945,77.37222,Wednesday,16,2025-08-06T11:23:00+00:00,1,Critical,69,50,0,Open,7.09,0,0,mobile,for the second time this week order processing has stopped at one counter in visitor parking although nearby rooms remain usable while another campus service remains normal at 16:53 case 25,2025-08-06,2-4,Medium,Low,0.0,0.30012,-0.4224,0.0,0.0,0.0
CL-10026,EV-202508-0005,ANON-0666,"during the latest session a spill has made the floor slippery in H4 Common Room; after normal troubleshooting was attempted, while the area is moderately occupied at 9:35 case 26",Cleanliness,Cleanliness:2,2,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Ground Floor,H4 Common Room,28.63062,77.37262,Wednesday,9,2025-08-06T04:05:00+00:00,3,Medium,62,59,1,Verified,6.27,0,0,mobile,during the latest session a spill has made the floor slippery in h4 common room after normal troubleshooting was attempted while the area is moderately occupied at 9:35 case 26,2025-08-06,8-10,Medium,Medium,0.5,-0.05874,0.21001,2.0,0.0,30.5
CL-10027,EV-202508-0005,ANON-0451,"an urgent maintenance check is needed because the filtration unit shows a service warning in Main Hall; the water service needs attention, after normal troubleshooting was attempted at 16:49 case 27",Water,Water:8,3,JIIT Sector 62,General & Utilities,Auditorium,common,Ground Floor,Main Hall,28.63016,77.3733,Wednesday,16,2025-08-06T11:19:00+00:00,3,Medium,46,68,0,Resolved,5.46,1,0,mobile,an urgent maintenance check is needed because the filtration unit shows a service warning in main hall the water service needs attention after normal troubleshooting was attempted at 16:49 case 27,2025-08-06,2-4,Medium,Medium,0.5,-0.87899,0.84242,0.0,0.0,0.0
CL-10028,EV-202508-0005,ANON-0661,"during the latest session the common area is overcrowded in CL1-A; near the main entrance to the space, and the issue lasts more than ten minutes at 15:12 case 28",Other,Other:2,2,JIIT Sector 62,Labs & Research,CL1,lab,Ground Floor,CL1-A,28.62958,77.37248,Wednesday,15,2025-08-06T09:42:00+00:00,2,High,59,27,0,Resolved,3.46,1,0,mobile,during the latest session the common area is overcrowded in cl1-a near the main entrance to the space and the issue lasts more than ten minutes at 15:12 case 28,2025-08-06,2-4,Medium,Low,0.25,-0.21254,-2.03855,0.0,0.0,0.0
CL-10029,EV-202508-0005,ANON-0734,"staff were informed that the experiment console does not record readings in TS12; and staff assistance has been requested, near the main entrance to the space at 8:34 case 29",Lab Equipment,Lab Equipment:5,0,JIIT Sector 62,Academic & Teaching,A2/1,academic,Floor 1,TS12,28.6301,77.37255,Wednesday,8,2025-08-06T03:04:00+00:00,3,Medium,77,63,1,Resolved,5.02,0,0,web,staff were informed that the experiment console does not record readings in ts12 and staff assistance has been requested near the main entrance to the space at 8:34 case 29,2025-08-06,8-10,High,Medium,0.5,0.71025,0.49108,1.0,0.0,29.0
CL-10030,EV-202508-0006,ANON-0707,"an urgent maintenance check is needed because pedestrian movement is restricted by stored material in CR101; and the condition has become more frequent, during a regular teaching period at 8:20 case 30",Other,Other:8,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR101,28.6297,77.3729,Wednesday,8,2025-08-06T02:50:00+00:00,2,High,63,41,1,In Progress,4.23,0,0,mobile,an urgent maintenance check is needed because pedestrian movement is restricted by stored material in cr101 and the condition has become more frequent during a regular teaching period at 8:20 case 30,2025-08-06,8-10,Medium,Low,0.25,-0.00747,-1.05481,1.0,1.0,12.0
CL-10031,EV-202508-0006,ANON-0643,"the current problem is that a chair is blocking the aisle because its leg is broken in CS1; and staff assistance has been requested, while the area is moderately occupied at 18:02 case 31",Infrastructure,Infrastructure:4,4,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 1,CS1,28.6299,77.37315,Wednesday,18,2025-08-06T12:32:00+00:00,2,High,99,52,1,Escalated,6.05,0,0,mobile,the current problem is that a chair is blocking the aisle because its leg is broken in cs1 and staff assistance has been requested while the area is moderately occupied at 18:02 case 31,2025-08-06,4-7,High,Medium,0.25,1.83809,-0.28186,1.0,1.0,14.0
CL-10032,EV-202508-0006,ANON-0169,"an urgent maintenance check is needed because the lab printer is unavailable to student systems in Washroom G; while another campus service remains normal, and the issue lasts more than ten minutes at 11:57 case 32",Lab Equipment,Lab Equipment:8,3,JIIT Sector 62,General & Utilities,Washrooms,utility,Ground Floor,Washroom G,28.62982,77.37326,Thursday,11,2025-08-07T06:27:00+00:00,5,Low,39,42,0,In Progress,3.02,0,0,kiosk,an urgent maintenance check is needed because the lab printer is unavailable to student systems in washroom g while another campus service remains normal and the issue lasts more than ten minutes at 11:57 case 32,2025-08-07,10-12,Low,Low,1.0,-1.23785,-0.98454,1.0,0.0,18.0
CL-10033,EV-202508-0006,ANON-0712,"staff were informed that the writing surface is damaged and difficult to use in CR101; the physical infrastructure needs attention, without any warning notice at 17:44 case 33",Infrastructure,Infrastructure:5,0,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR101,28.6297,77.3729,Thursday,17,2025-08-07T12:14:00+00:00,5,Low,93,45,0,Escalated,11.93,1,1,mobile,staff were informed that the writing surface is damaged and difficult to use in cr101 the physical infrastructure needs attention without any warning notice at 17:44 case 33,2025-08-07,4-7,High,Low,1.0,1.5305,-0.77374,3.0,0.0,23.666666666666668
CL-10034,EV-202508-0006,ANON-0694,"during the latest session lights flicker repeatedly during use in TS17; after normal troubleshooting was attempted, and it interrupts scheduled teaching at 10:12 case 34",Electrical,Electrical:2,2,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS17,28.63024,77.37275,Thursday,10,2025-08-07T04:42:00+00:00,4,Low,45,61,1,Resolved,6.56,0,0,mobile,during the latest session lights flicker repeatedly during use in ts17 after normal troubleshooting was attempted and it interrupts scheduled teaching at 10:12 case 34,2025-08-07,8-10,Medium,Medium,0.75,-0.93026,0.35055,2.0,0.0,32.5
CL-10035,EV-202508-0007,ANON-0775,"today we noticed that charging points are unavailable in H4 Corridor 1; and several students are affected, while the area is moderately occupied at 8:57 case 35",Electrical,Electrical:6,1,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Floor 1,H4 Corridor 1,28.63062,77.37262,Thursday,8,2025-08-07T03:27:00+00:00,2,High,74,77,1,Verified,5.14,0,0,mobile,today we noticed that charging points are unavailable in h4 corridor 1 and several students are affected while the area is moderately occupied at 8:57 case 35,2025-08-07,8-10,High,High,0.25,0.55645,1.47483,3.0,1.0,51.333333333333336
CL-10036,EV-202508-0007,ANON-0498,"an urgent maintenance check is needed because standing water is creating an unhygienic patch in Academic Office; this is a hygiene and cleanliness concern, while another campus service remains normal at 9:12 case 36",Cleanliness,Cleanliness:8,3,JIIT Sector 62,General & Utilities,Administration Block,office,Floor 1,Academic Office,28.62992,77.37334,Thursday,9,2025-08-07T03:42:00+00:00,1,Critical,86,56,0,Open,5.82,0,0,kiosk,an urgent maintenance check is needed because standing water is creating an unhygienic patch in academic office this is a hygiene and cleanliness concern while another campus service remains normal at 9:12 case 36,2025-08-07,8-10,High,Medium,0.0,1.17164,-0.00079,0.0,0.0,0.0
CL-10037,EV-202508-0007,ANON-0737,"during the latest session students cannot authenticate to the wireless network in G3; the network service is affected, while another campus service remains normal at 15:26 case 37",Network,Network:2,2,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 2,G3,28.6299,77.37315,Thursday,15,2025-08-07T09:56:00+00:00,2,High,66,55,0,Open,5.64,0,0,mobile,during the latest session students cannot authenticate to the wireless network in g3 the network service is affected while another campus service remains normal at 15:26 case 37,2025-08-07,2-4,Medium,Medium,0.25,0.14632,-0.07106,1.0,1.0,70.0
CL-10038,EV-202508-0007,ANON-0393,"a repeated observation is that a power socket is loose and unsafe in CR201; and staff assistance has been requested, and several students are affected at 10:04 case 38",Electrical,Electrical:3,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 2,CR201,28.6297,77.3729,Thursday,10,2025-08-07T04:34:00+00:00,3,Medium,69,27,0,Resolved,4.89,0,0,mobile,a repeated observation is that a power socket is loose and unsafe in cr201 and staff assistance has been requested and several students are affected at 10:04 case 38,2025-08-07,8-10,Medium,Low,0.5,0.30012,-2.03855,3.0,0.0,23.666666666666668
CL-10039,EV-202508-0007,ANON-0330,"a repeated observation is that a campus service is unavailable without an explanation in CR102; campus operations are being disrupted, while the area is moderately occupied at 17:31 case 39",Other,Other:3,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR102,28.6297,77.3729,Thursday,17,2025-08-07T12:01:00+00:00,5,Low,84,42,0,In Progress,4.96,0,0,web,a repeated observation is that a campus service is unavailable without an explanation in cr102 campus operations are being disrupted while the area is moderately occupied at 17:31 case 39,2025-08-07,4-7,High,Low,1.0,1.06911,-0.98454,3.0,0.0,23.666666666666668
CL-10040,EV-202508-0008,ANON-0304,"for the second time this week the device driver is missing from the workstation in Visitor Parking; although nearby rooms remain usable, while the area is moderately occupied at 12:39 case 40",Lab Equipment,Lab Equipment:7,2,JIIT Sector 62,General & Utilities,Parking,outdoor,Outdoor,Visitor Parking,28.62945,77.37222,Thursday,12,2025-08-07T07:09:00+00:00,1,Critical,85,51,0,In Progress,3.84,0,0,mobile,for the second time this week the device driver is missing from the workstation in visitor parking although nearby rooms remain usable while the area is moderately occupied at 12:39 case 40,2025-08-07,10-12,High,Medium,0.0,1.12037,-0.35213,2.0,1.0,106.5
CL-10041,EV-202508-0008,ANON-0381,"the current problem is that the security queue is delaying entry in CS2; and several students are affected, during a regular teaching period at 11:11 case 41",Other,Other:4,4,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 1,CS2,28.6299,77.37315,Thursday,11,2025-08-07T05:41:00+00:00,3,Medium,87,40,1,In Progress,5.69,0,0,kiosk,the current problem is that the security queue is delaying entry in cs2 and several students are affected during a regular teaching period at 11:11 case 41,2025-08-07,10-12,High,Low,0.5,1.2229,-1.12507,1.0,1.0,70.0
CL-10042,EV-202508-0008,ANON-0666,"the class representative confirmed that the student activity area is unavailable in H5 Common Room; campus operations are being disrupted, and several students are affected at 17:01 case 42",Other,Other:9,4,JIIT Sector 62,Hostels,H5 Boys Hostel,hostel,Ground Floor,H5 Common Room,28.63075,77.37278,Thursday,17,2025-08-07T11:31:00+00:00,3,Medium,62,48,0,Resolved,7.76,0,0,mobile,the class representative confirmed that the student activity area is unavailable in h5 common room campus operations are being disrupted and several students are affected at 17:01 case 42,2025-08-07,4-7,Medium,Low,0.5,-0.05874,-0.56293,0.0,0.0,0.0
CL-10043,EV-202508-0008,ANON-0329,"please investigate because several systems freeze during compilation in Reception; laboratory equipment availability is affected, during a regular teaching period at 17:30 case 43",Lab Equipment,Lab Equipment:0,0,JIIT Sector 62,General & Utilities,Administration Block,office,Ground Floor,Reception,28.62992,77.37334,Thursday,17,2025-08-07T12:00:00+00:00,1,Critical,47,51,0,Resolved,6.17,0,0,web,please investigate because several systems freeze during compilation in reception laboratory equipment availability is affected during a regular teaching period at 17:30 case 43,2025-08-07,4-7,Medium,Medium,0.0,-0.82772,-0.35213,0.0,0.0,0.0
CL-10044,EV-202508-0008,ANON-0560,"the class representative confirmed that a window latch is broken and requires maintenance in TS12; during a regular teaching period, without any warning notice at 18:43 case 44",Infrastructure,Infrastructure:9,4,JIIT Sector 62,Academic & Teaching,A2/1,academic,Floor 1,TS12,28.6301,77.37255,Friday,18,2025-08-08T13:13:00+00:00,3,Medium,63,80,1,In Progress,4.92,0,0,mobile,the class representative confirmed that a window latch is broken and requires maintenance in ts12 during a regular teaching period without any warning notice at 18:43 case 44,2025-08-08,4-7,Medium,High,0.5,-0.00747,1.68563,3.0,1.0,36.333333333333336
