complaint_id,event_id,student_key,complaint_text,category,template_group,evaluation_fold,campus,zone,facility,facility_type,floor,room,latitude,longitude,day_name,hour,observed_at,impact_rating,severity,occupancy_pct,humidity_pct,recurring,status,resolution_hours,has_image,is_seeded_anomaly,source_system
CL-10041,EV-202508-0008,ANON-0381,"the current problem is that the security queue is delaying entry in CS2; and several students are affected, during a regular teaching period at 11:11 case 41",Other,Other:4,4,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 1,CS2,28.6299,77.37315,Thursday,11,2025-08-07T11:11:00+05:30,3,Medium,87.0,40,1,In Progress,5.69,0,0,kiosk
CL-10042,EV-202508-0008,ANON-0666,"the class representative confirmed that the student activity area is unavailable in H5 Common Room; campus operations are being disrupted, and several students are affected at 17:01 case 42",Other,Other:9,4,JIIT Sector 62,Hostels,H5 Boys Hostel,hostel,Ground Floor,H5 Common Room,28.63075,77.37278,Thursday,17,2025-08-07T17:01:00+05:30,3,Medium,62.0,48,0,Resolved,7.76,0,0,mobile
CL-10043,EV-202508-0008,ANON-0329,"please investigate because several systems freeze during compilation in Reception; laboratory equipment availability is affected, during a regular teaching period at 17:30 case 43",Lab Equipment,Lab Equipment:0,0,JIIT Sector 62,General & Utilities,Administration Block,office,Ground Floor,Reception,28.62992,77.37334,Thursday,17,2025-08-07T17:30:00+05:30,1,Critical,47.0,51,0,Resolved,6.17,0,0,web
CL-10044,EV-202508-0008,ANON-0560,"the class representative confirmed that a window latch is broken and requires maintenance in TS12; during a regular teaching period, without any warning notice at 18:43 case 44",Infrastructure,Infrastructure:9,4,JIIT Sector 62,Academic & Teaching,A2/1,academic,Floor 1,TS12,28.6301,77.37255,Friday,18,2025-08-08T18:43:00+05:30,3,Medium,63.0,80,1,In Progress,4.92,0,0,mobile
CL-10045,EV-202508-0009,ANON-0661,"during the latest session a spill has made the floor slippery in Food Court; this is a hygiene and cleanliness concern, near the main entrance to the space at 14:55 case 45",Cleanliness,Cleanliness:2,2,JIIT Sector 62,Food,Cafeteria / Canteen,food,Ground Floor,Food Court,28.63031,77.37298,Friday,14,2025-08-08T14:55:00+05:30,2,High,46.0,33,1,In Progress,19.33,0,1,web
CL-10046,EV-202508-0009,ANON-0089,"a repeated observation is that the display cable and wall port need repair in CR425; and several students are affected, and the issue lasts more than ten minutes at 18:39 case 46",Infrastructure,Infrastructure:3,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 4,CR425,28.6297,77.3729,Friday,18,2025-08-08T18:39:00+05:30,3,Medium,83.0,35,0,Resolved,5.33,1,0,mobile
CL-10047,EV-202508-0009,ANON-0436,"the class representative confirmed that the equipment interface stops responding during use in ECE-202; during a regular teaching period, and staff assistance has been requested at 15:06 case 47",Lab Equipment,Lab Equipment:9,4,JIIT Sector 62,Labs & Research,ECE Labs,lab,Floor 2,ECE-202,28.62974,77.37282,Friday,15,2025-08-08T15:06:00+05:30,2,High,31.0,47,1,Resolved,4.22,1,0,mobile
CL-10048,EV-202508-0009,ANON-0455,"the class representative confirmed that a window latch is broken and requires maintenance in CR101; the physical infrastructure needs attention, and the issue lasts more than ten minutes at 11:18 case 48",Infrastructure,Infrastructure:9,4,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR101,28.6297,77.3729,Friday,11,2025-08-08T11:18:00+05:30,2,High,84.0,45,1,Resolved,5.87,0,0,mobile
CL-10049,EV-202508-0009,ANON-0637,"during the latest session the workstation cannot boot for the practical in CR425; laboratory equipment availability is affected, and staff assistance has been requested at 9:53 case 49",Lab Equipment,Lab Equipment:2,2,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 4,CR425,28.6297,77.3729,Friday,9,2025-08-08T09:53:00+05:30,2,High,53.0,67,1,In Progress,7.9,0,0,web
CL-10050,EV-202508-0010,ANON-0554,"a repeated observation is that the display cable and wall port need repair in CL1-A; while the area is moderately occupied, during a regular teaching period at 15:28 case 50",Infrastructure,Infrastructure:3,3,JIIT Sector 62,Labs & Research,CL1,lab,Ground Floor,CL1-A,28.62958,77.37248,Friday,15,2025-08-08T15:28:00+05:30,4,Low,57.0,43,0,Resolved,3.88,0,0,mobile
CL-10051,EV-202508-0010,ANON-0021,"the current problem is that the access point disconnects users every few minutes in Gate 1; the network service is affected, and the issue lasts more than ten minutes at 8:34 case 51",Network,Network:4,4,JIIT Sector 62,General & Utilities,Main Gate,outdoor,Outdoor,Gate 1,28.62938,77.37238,Friday,8,2025-08-08T08:34:00+05:30,4,Low,72.0,73,0,Verified,5.91,0,0,mobile
CL-10052,EV-202508-0010,ANON-0743,"the current problem is that food waste has accumulated near the seating area in Gym; after normal troubleshooting was attempted, after normal troubleshooting was attempted at 12:03 case 52",Cleanliness,Cleanliness:4,4,JIIT Sector 62,Sports & Recreation,Sports Complex,sports,Ground Floor,Gym,28.63102,77.37322,Friday,12,2025-08-08T12:03:00+05:30,4,Low,63.0,65,1,Resolved,4.85,0,0,mobile
CL-10053,EV-202508-0010,ANON-0180,"staff were informed that the experiment console does not record readings in G5; near the main entrance to the space, although nearby rooms remain usable at 18:07 case 53",Lab Equipment,Lab Equipment:5,0,JIIT Sector 62,Academic & Teaching,A2/2,academic,Ground Floor,G5,28.63024,77.37275,Friday,18,2025-08-08T18:07:00+05:30,5,Low,71.0,53,0,Resolved,7.58,1,0,mobile
CL-10054,EV-202508-0010,ANON-0160,"a repeated observation is that internet speed falls below a usable level in CL15-A; near the main entrance to the space, and staff assistance has been requested at 18:23 case 54",Network,Network:3,3,JIIT Sector 62,Labs & Research,CL15,lab,Floor 1,CL15-A,28.62978,77.37254,Friday,18,2025-08-08T18:23:00+05:30,2,High,86.0,83,0,Verified,6.49,0,0,mobile
CL-10055,EV-202508-0011,ANON-0479,"the current problem is that the cooler produces warm water only in CL15-B; the water service needs attention, and several students are affected at 8:12 case 55",Water,Water:4,4,JIIT Sector 62,Labs & Research,CL15,lab,Floor 1,CL15-B,28.62978,77.37254,Friday,8,2025-08-08T08:12:00+05:30,1,Critical,37.0,56,0,In Progress,6.09,1,0,mobile
CL-10056,EV-202508-0011,ANON-0537,"students report that the air conditioner stops cooling after midday in G6; the electrical supply needs inspection, near the main entrance to the space at 10:04 case 56",Electrical,Electrical:1,1,JIIT Sector 62,Academic & Teaching,A2/2,academic,Ground Floor,G6,28.63024,77.37275,Saturday,10,2025-08-09T10:04:00+05:30,2,High,71.0,56,1,Resolved,7.25,0,0,mobile
CL-10057,EV-202508-0011,ANON-0546,"please investigate because the campus network drops repeatedly during class in CL1-B; the network service is affected, although nearby rooms remain usable at 12:36 case 57",Network,Network:0,0,JIIT Sector 62,Labs & Research,CL1,lab,Ground Floor,CL1-B,28.62958,77.37248,Saturday,12,2025-08-09T12:36:00+05:30,4,Low,67.0,36,0,Resolved,5.96,1,0,mobile
CL-10058,EV-202508-0011,ANON-0094,"staff were informed that an electrical panel is making an unusual sound in Reception; the electrical supply needs inspection, while another campus service remains normal at 13:35 case 58",Electrical,Electrical:5,0,JIIT Sector 62,General & Utilities,Administration Block,office,Ground Floor,Reception,28.62992,77.37334,Saturday,13,2025-08-09T13:35:00+05:30,1,Critical,59.0,87,1,Resolved,8.95,0,0,mobile
CL-10059,EV-202508-0011,ANON-0251,"staff were informed that a tap continues running after it is closed in TS18; the water service needs attention, while another campus service remains normal at 9:47 case 59",Water,Water:5,0,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS18,28.63024,77.37275,Saturday,9,2025-08-09T09:47:00+05:30,1,Critical,69.0,65,0,Open,6.01,0,0,web
CL-10060,EV-202508-0012,ANON-0608,"the current problem is that installed development tools fail to launch in ECE-202; and it interrupts scheduled teaching, and the condition has become more frequent at 17:56 case 60",Lab Equipment,Lab Equipment:4,4,JIIT Sector 62,Labs & Research,ECE Labs,lab,Floor 2,ECE-202,28.62974,77.37282,Saturday,17,2025-08-09T17:56:00+05:30,5,Low,93.0,62,0,Resolved,4.72,1,0,mobile
CL-10061,EV-202508-0012,ANON-0284,"staff were informed that an electrical panel is making an unusual sound in Academic Office; the electrical supply needs inspection, near the main entrance to the space at 16:20 case 61",Electrical,Electrical:5,0,JIIT Sector 62,General & Utilities,Administration Block,office,Floor 1,Academic Office,28.62992,77.37334,Saturday,16,2025-08-09T16:20:00+05:30,3,Medium,66.0,66,1,In Progress,6.69,0,0,mobile
CL-10062,EV-202508-0012,ANON-0750,"a repeated observation is that the wash area needs urgent sanitation in CS1; while the area is moderately occupied, and the issue lasts more than ten minutes at 18:44 case 62",Cleanliness,Cleanliness:3,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 1,CS1,28.6299,77.37315,Saturday,18,2025-08-09T18:44:00+05:30,1,Critical,66.0,73,0,Resolved,4.96,0,0,mobile
CL-10063,EV-202508-0012,ANON-0704,"staff were informed that a tap continues running after it is closed in Backstage; the water service needs attention, and the issue lasts more than ten minutes at 18:58 case 63",Water,Water:5,0,JIIT Sector 62,General & Utilities,Auditorium,common,Ground Floor,Backstage,28.63016,77.3733,Saturday,18,2025-08-09T18:58:00+05:30,4,Low,53.0,65,0,Open,2.62,1,0,web
CL-10064,EV-202508-0012,ANON-0740,"students report that water is leaking into the walking area in CR102; and it interrupts scheduled teaching, and the issue lasts more than ten minutes at 8:38 case 64",Water,Water:1,1,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR102,28.6297,77.3729,Saturday,8,2025-08-09T08:38:00+05:30,2,High,71.0,68,0,In Progress,5.83,0,0,mobile
CL-10065,EV-202508-0013,ANON-0168,"PLEASE INVESTIGATE BECAUSE THE DRINKING-WATER DISPENSER IS EMPTY IN COUNTER A; THE WATER SERVICE NEEDS ATTENTION, AFTER NORMAL TROUBLESHOOTING WAS ATTEMPTED AT 18:23 CASE 65   !!!",Water,Water:0,0,JIIT Sector 62,Food,Annapurna / Main Mess,food,Ground Floor,Counter A,28.63042,77.37312,Saturday,18,2025-08-09T18:23:00+05:30,4,Low,65.0,64,0,Resolved,4.59,1,0,mobile
CL-10066,EV-202508-0013,ANON-0095,"an urgent maintenance check is needed because a switchboard becomes warm during operation in CL22-A; and the condition has become more frequent, while the area is moderately occupied at 17:32 case 66",Lab Equipment,Electrical:8,3,JIIT Sector 62,Labs & Research,CL22,lab,Floor 2,CL22-A,28.62986,77.37266,Saturday,17,2025-08-09T17:32:00+05:30,3,Medium,40.0,39,0,Resolved,3.44,0,0,web
CL-10067,EV-202508-0013,ANON-0107,"during the latest session students cannot authenticate to the wireless network in CR201; and the condition has become more frequent, near the main entrance to the space at 16:14 case 67",Network,Network:2,2,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 2,CR201,28.6297,77.3729,Saturday,16,2025-08-09T16:14:00+05:30,3,Medium,36.0,62,1,Escalated,4.6,0,0,mobile
