image_id,label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11
IMG-EQU-010,equipment_fault,0.2134694904088974,0.20697037875652313,0.24525615572929382,0.15282899141311646,0.060523975640535355,0.06639756262302399,0.09652905911207199,0.08170572916666667,0.08843315972222222,0.8922526041666666,0.22189472615718842,0.10371017456054688
IMG-EQU-011,equipment_fault,0.17914126813411713,0.1803833246231079,0.20958973467350006,0.065671406686306,0.06536614894866943,0.07077784836292267,0.09608226269483566,0.08203125,0.0283203125,0.4644097222222222,0.18970106542110443,0.06877245754003525
IMG-EQU-012,equipment_fault,0.2046186327934265,0.2068602442741394,0.20897546410560608,0.16876420378684998,0.0609281063079834,0.06778702139854431,0.10026467591524124,0.08409288194444445,0.08919270833333333,0.7307942708333334,0.20681482553482056,0.11075212061405182
IMG-EQU-013,equipment_fault,0.2478148639202118,0.21015891432762146,0.21199476718902588,0.1595548689365387,0.06093301251530647,0.06817322224378586,0.10098082572221756,0.08582899305555555,0.09440104166666667,0.1506076388888889,0.22332048416137695,0.10757925361394882
IMG-EQU-014,equipment_fault,0.22821685671806335,0.21302053332328796,0.22438083589076996,0.15824522078037262,0.06179376319050789,0.06763921678066254,0.1030850037932396,0.08702256944444445,0.09049479166666667,0.5032552083333334,0.2218693494796753,0.10576745122671127
IMG-EQU-015,equipment_fault,0.2304965853691101,0.20756126940250397,0.22738848626613617,0.16445143520832062,0.06149079278111458,0.06763963401317596,0.10484197735786438,0.08658854166666667,0.09342447916666667,0.5516493055555556,0.22181203961372375,0.10910247266292572
IMG-EQU-016,equipment_fault,0.19170144200325012,0.2067905068397522,0.21696701645851135,0.06531431525945663,0.07495316118001938,0.07673891633749008,0.09475592523813248,0.0861545138888889,0.0007595486111111111,0.2521701388888889,0.20515020191669464,0.07324898988008499
IMG-EQU-017,equipment_fault,0.16117225587368011,0.197592630982399,0.21765032410621643,0.06641751527786255,0.0651649534702301,0.07012908160686493,0.09073351323604584,0.07769097222222222,0.005642361111111111,0.9278428819444444,0.19213446974754333,0.07121637463569641
IMG-EQU-018,equipment_fault,0.18588808178901672,0.1869727224111557,0.20375126600265503,0.0669444277882576,0.06596725434064865,0.07119952887296677,0.09408446401357651,0.08072916666666667,0.021375868055555556,0.2770182291666667,0.19220027327537537,0.06856490671634674
IMG-EQU-019,equipment_fault,0.22062218189239502,0.20967186987400055,0.21217817068099976,0.1544215828180313,0.06074764207005501,0.06760159879922867,0.0984664335846901,0.0847439236111111,0.0890842013888889,0.4150390625,0.21415427327156067,0.10355740040540695
IMG-EQU-020,equipment_fault,0.24508190155029297,0.17994554340839386,0.22708719968795776,0.14906682074069977,0.06038983538746834,0.06679154932498932,0.10053360462188721,0.0876736111111111,0.3046875,0.23404947916666666,0.2173692137002945,0.10423053056001663
IMG-EQU-021,equipment_fault,0.2344636172056198,0.19210876524448395,0.2184421569108963,0.14443208277225494,0.060168489813804626,0.06747224926948547,0.10103103518486023,0.0857204861111111,0.11870659722222222,0.251953125,0.21500177681446075,0.09991363435983658
IMG-EQU-022,equipment_fault,0.21175870299339294,0.20711183547973633,0.23038972914218903,0.1594575047492981,0.06169496849179268,0.06714779138565063,0.10316627472639084,0.0832248263888889,0.0900607638888889,0.8065321180555556,0.21641704440116882,0.10652973502874374
IMG-EQU-023,equipment_fault,0.2443268895149231,0.20665127038955688,0.22461390495300293,0.14662562310695648,0.06146471947431564,0.06793354451656342,0.10454622656106949,0.08648003472222222,0.107421875,0.2424045138888889,0.22519463300704956,0.10099894553422928
IMG-EQU-024,equipment_fault,0.23766718804836273,0.20077651739120483,0.20297938585281372,0.15873537957668304,0.059543706476688385,0.06801263242959976,0.0941823273897171,0.0832248263888889,0.087890625,0.1365017361111111,0.2138052135705948,0.1068091094493866
IMG-EQU-025,equipment_fault,0.2438218891620636,0.18277809023857117,0.22129425406455994,0.16639409959316254,0.05926015228033066,0.06641117483377457,0.09629630297422409,0.0859375,0.1420355902777778,0.2017144097222222,0.21596203744411469,0.11182691156864166
IMG-EQU-026,equipment_fault,0.17166756093502045,0.18788103759288788,0.2308679223060608,0.10500694811344147,0.09682925045490265,0.08943302929401398,0.10388115048408508,0.0900607638888889,0.0030381944444444445,0.9224175347222222,0.1968018263578415,0.10045310109853745
IMG-EQU-027,equipment_fault,0.20392534136772156,0.17697471380233765,0.23028574883937836,0.16611570119857788,0.06015826016664505,0.06640522181987762,0.09952384978532791,0.08897569444444445,0.08995225694444445,0.8843315972222222,0.20372498035430908,0.11112149804830551
IMG-EQU-028,equipment_fault,0.22848251461982727,0.19504866003990173,0.22121572494506836,0.1585448533296585,0.059990111738443375,0.06678573787212372,0.10072210431098938,0.0871310763888889,0.09168836805555555,0.4508463541666667,0.21491168439388275,0.10616633296012878
IMG-EQU-029,equipment_fault,0.24647606909275055,0.21619649231433868,0.20628613233566284,0.15355804562568665,0.061851102858781815,0.06842133402824402,0.10060635954141617,0.08463541666666667,0.0925564236111111,0.1355251736111111,0.22298404574394226,0.10482419282197952
IMG-EQU-030,equipment_fault,0.23261353373527527,0.1830509603023529,0.23049817979335785,0.13877512514591217,0.06077484413981438,0.06709981709718704,0.10303778201341629,0.08539496527777778,0.1925998263888889,0.4304470486111111,0.21538430452346802,0.09836261719465256
IMG-EQU-031,equipment_fault,0.24001982808113098,0.2158471792936325,0.22422146797180176,0.13251447677612305,0.062496110796928406,0.06751953810453415,0.10248204320669174,0.08387586805555555,0.09483506944444445,0.2326388888888889,0.22669343650341034,0.09367713332176208
IMG-EQU-032,equipment_fault,0.19293099641799927,0.18500545620918274,0.22155919671058655,0.10355505347251892,0.09687308222055435,0.08976282924413681,0.10052338242530823,0.08940972222222222,0.03146701388888889,0.3523220486111111,0.19982783496379852,0.09815730899572372
IMG-EQU-033,equipment_fault,0.23776030540466309,0.2009543925523758,0.24524331092834473,0.13735760748386383,0.059443533420562744,0.06631622463464737,0.0946512520313263,0.08344184027777778,0.0888671875,0.5677083333333334,0.2279830127954483,0.09647565335035324
IMG-EQU-034,equipment_fault,0.24338623881340027,0.19462870061397552,0.21216051280498505,0.15454857051372528,0.059607431292533875,0.06765613704919815,0.09672607481479645,0.08680555555555555,0.10047743055555555,0.1452907986111111,0.2167232632637024,0.105254627764225
IMG-EQU-035,equipment_fault,0.20794011652469635,0.20413915812969208,0.24232302606105804,0.15777942538261414,0.06027742475271225,0.0665464922785759,0.09839324653148651,0.08539496527777778,0.0886501736111111,0.890625,0.21812975406646729,0.10620875656604767
IMG-INF-000,infrastructure_damage,0.18687134981155396,0.2146746665239334,0.23656460642814636,0.10372497141361237,0.09507903456687927,0.08906200528144836,0.09930896759033203,0.0871310763888889,0.0009765625,0.8492838541666666,0.2126990258693695,0.09827091544866562
IMG-INF-001,infrastructure_damage,0.1927119493484497,0.22650940716266632,0.23662275075912476,0.10363171249628067,0.09530476480722427,0.08917685598134995,0.10006511211395264,0.08452690972222222,0.0009765625,0.7029079861111112,0.2186107337474823,0.09803569316864014
IMG-INF-002,infrastructure_damage,0.20172661542892456,0.1967390775680542,0.22486332058906555,0.10359513014554977,0.09605038911104202,0.09003244340419769,0.10296586155891418,0.08745659722222222,0.027886284722222224,0.2884114583333333,0.20777279138565063,0.09749165922403336
IMG-INF-003,infrastructure_damage,0.19874155521392822,0.1939198225736618,0.23349907994270325,0.10351119935512543,0.09654258191585541,0.0894937664270401,0.10431347042322159,0.087890625,0.04079861111111111,0.4739583333333333,0.20871630311012268,0.09827987104654312
IMG-INF-004,infrastructure_damage,0.17210517823696136,0.20556549727916718,0.21304388344287872,0.1051623523235321,0.09594551473855972,0.09120584279298782,0.1067393496632576,0.09092881944444445,0.004448784722222222,0.6762152777777778,0.19690153002738953,0.09921982139348984
IMG-INF-005,infrastructure_damage,0.1818970888853073,0.19765453040599823,0.2276376336812973,0.06531892716884613,0.06544341892004013,0.0715712159872055,0.0978383719921112,0.0773654513888889,0.015299479166666666,0.7009548611111112,0.2023928463459015,0.07012305408716202
IMG-INF-006,infrastructure_damage,0.17188023030757904,0.22628048062324524,0.22762100398540497,0.1054810956120491,0.09578945487737656,0.09040048718452454,0.1081290915608406,0.08648003472222222,0.008355034722222222,0.837890625,0.20859037339687347,0.100824274122715
IMG-INF-007,infrastructure_damage,0.20482639968395233,0.21773914992809296,0.2483368217945099,0.10398215055465698,0.096210777759552,0.08987223356962204,0.10942138731479645,0.087890625,0.017144097222222224,0.5961371527777778,0.2236304134130478,0.09856440871953964
IMG-INF-008,infrastructure_damage,0.19866107404232025,0.18802648782730103,0.2307613492012024,0.10364914685487747,0.09636767208576202,0.08918587118387222,0.10044296830892563,0.0876736111111111,0.045247395833333336,0.3901909722222222,0.20581302046775818,0.09827496111392975
IMG-INF-009,infrastructure_damage,0.18364496529102325,0.19663077592849731,0.21875762939453125,0.10406847298145294,0.09583088010549545,0.09037839621305466,0.1018233522772789,0.08875868055555555,0.0013020833333333333,0.5384114583333334,0.19967375695705414,0.09800074994564056
IMG-INF-010,infrastructure_damage,0.1870110183954239,0.18808549642562866,0.2248210906982422,0.10404268652200699,0.09656666219234467,0.08989493548870087,0.10351776331663132,0.08984375,0.015842013888888888,0.5849609375,0.19996881484985352,0.09858594089746475
IMG-INF-011,infrastructure_damage,0.1836739033460617,0.21781441569328308,0.23984511196613312,0.10421588271856308,0.09525696933269501,0.08940213173627853,0.10398879647254944,0.08528645833333333,0.0030381944444444445,0.8633897569444444,0.21377360820770264,0.09921317547559738
IMG-INF-012,infrastructure_damage,0.22820094227790833,0.21589148044586182,0.21208281815052032,0.1685042828321457,0.0612330436706543,0.06803195178508759,0.10016170144081116,0.08582899305555555,0.08940972222222222,0.359375,0.21872135996818542,0.1109258309006691
IMG-INF-013,infrastructure_damage,0.18056221306324005,0.19237607717514038,0.22591789066791534,0.06580609083175659,0.07632892578840256,0.07712408155202866,0.10305394232273102,0.08984375,0.019748263888888888,0.6209852430555556,0.19961479306221008,0.07574505358934402
IMG-INF-014,infrastructure_damage,0.17499761283397675,0.21202193200588226,0.22494067251682281,0.10513728857040405,0.09567494690418243,0.09036289900541306,0.1090826690196991,0.08897569444444445,0.005642361111111111,0.7689887152777778,0.20398327708244324,0.09952709078788757
IMG-INF-015,infrastructure_damage,0.18397611379623413,0.21208639442920685,0.24271994829177856,0.10438485443592072,0.09601185470819473,0.0899653360247612,0.11008519679307938,0.08745659722222222,0.010525173611111112,0.8232421875,0.21292327344417572,0.09989115595817566
IMG-INF-016,infrastructure_damage,0.17188580334186554,0.1908828616142273,0.22479002177715302,0.10480464994907379,0.09609045088291168,0.08978286385536194,0.10136038810014725,0.0881076388888889,0.0007595486111111111,0.9175347222222222,0.19584865868091583,0.09952295571565628
IMG-INF-017,infrastructure_damage,0.18110531568527222,0.187840536236763,0.23083782196044922,0.10429064184427261,0.09667409211397171,0.08946746587753296,0.10237523913383484,0.08973524305555555,0.002495659722222222,0.8421223958333334,0.19992439448833466,0.09946947544813156
IMG-INF-018,infrastructure_damage,0.20466184616088867,0.22353214025497437,0.20997461676597595,0.1035202145576477,0.09512055665254593,0.09126623719930649,0.10165229439735413,0.08355034722222222,0.001953125,0.2056206597222222,0.2127196043729782,0.0970972403883934
IMG-INF-019,infrastructure_damage,0.1721542328596115,0.21773971617221832,0.24534566700458527,0.10533816367387772,0.0951489582657814,0.08929042518138885,0.10392370820045471,0.08799913194444445,0.0030381944444444445,0.9463975694444444,0.21174189448356628,0.10141400247812271
IMG-INF-020,infrastructure_damage,0.16870158910751343,0.19713784754276276,0.23066650331020355,0.10550440102815628,0.09599559009075165,0.09019849449396133,0.10656872391700745,0.08854166666666667,0.004014756944444444,0.9124348958333334,0.19883154332637787,0.10067497193813324
IMG-INF-021,infrastructure_damage,0.17185021936893463,0.22044138610363007,0.24831098318099976,0.10540976375341415,0.09553604573011398,0.08933072537183762,0.10671892762184143,0.08626302083333333,0.005967881944444444,0.9351128472222222,0.21353034675121307,0.10200143605470657
IMG-INF-022,infrastructure_damage,0.18046627938747406,0.22358128428459167,0.21882206201553345,0.10453386604785919,0.09540371596813202,0.09102080762386322,0.10812780261039734,0.0869140625,0.008897569444444444,0.5963541666666666,0.20761989057064056,0.09904831647872925
IMG-INF-023,infrastructure_damage,0.1839618980884552,0.22381560504436493,0.22780102491378784,0.10447686910629272,0.09582158923149109,0.09066149592399597,0.10967882722616196,0.08658854166666667,0.009548611111111112,0.6567925347222222,0.2118562012910843,0.09915012866258621
IMG-INF-024,infrastructure_damage,0.19861596822738647,0.2173650860786438,0.209896981716156,0.10355393588542938,0.09479440748691559,0.09121975302696228,0.09923023730516434,0.08550347222222222,0.0007595486111111111,0.21647135416666666,0.20862255990505219,0.09696836769580841
IMG-INF-025,infrastructure_damage,0.20464418828487396,0.2235960215330124,0.23042599856853485,0.10316434502601624,0.09478165209293365,0.08950918912887573,0.10002085566520691,0.08430989583333333,0.0013020833333333333,0.2977430555555556,0.21955224871635437,0.09660163521766663
IMG-INF-026,infrastructure_damage,0.18076235055923462,0.1907203197479248,0.23681235313415527,0.1044069156050682,0.09645073115825653,0.08919917792081833,0.1035190299153328,0.08940972222222222,0.004448784722222222,0.8904079861111112,0.20276062190532684,0.09991419315338135
IMG-INF-027,infrastructure_damage,0.17772993445396423,0.21465419232845306,0.24533231556415558,0.1045553982257843,0.0949040949344635,0.08930575102567673,0.10420837253332138,0.08648003472222222,0.0029296875,0.9310980902777778,0.21256782114505768,0.10034212470054626
IMG-INF-028,infrastructure_damage,0.20771637558937073,0.22065255045890808,0.2128332108259201,0.10354971140623093,0.09556840360164642,0.09110889583826065,0.10484791547060013,0.08680555555555555,0.006510416666666667,0.2065972222222222,0.21373046934604645,0.09702496230602264
IMG-INF-029,infrastructure_damage,0.16866075992584229,0.19679585099220276,0.230726957321167,0.10553084313869476,0.09630825370550156,0.08988730609416962,0.10814738273620605,0.0900607638888889,0.006944444444444444,0.8947482638888888,0.19872432947158813,0.10070344060659409
IMG-INF-030,infrastructure_damage,0.17479833960533142,0.20608261227607727,0.2428237795829773,0.10491205006837845,0.0961349755525589,0.09003742784261703,0.10922139137983322,0.0896267361111111,0.008572048611111112,0.8996310763888888,0.20789746940135956,0.1011170819401741
IMG-INF-031,infrastructure_damage,0.17831172049045563,0.21765753626823425,0.21284711360931396,0.10464820265769958,0.09530976414680481,0.09173088520765305,0.10935713350772858,0.0871310763888889,0.010199652777777778,0.5440538194444444,0.20293523371219635,0.09894643723964691
IMG-INF-032,infrastructure_damage,0.18816369771957397,0.20984207093715668,0.23533384501934052,0.06672850251197815,0.06556300073862076,0.07178058475255966,0.08868804574012756,0.07356770833333333,0.005316840277777778,0.8225911458333334,0.21110841631889343,0.07075434178113937
IMG-INF-033,infrastructure_damage,0.17499370872974396,0.20856034755706787,0.2275393009185791,0.1047346368432045,0.09517134726047516,0.08971498906612396,0.10160888731479645,0.08832465277777778,0.0014105902777777778,0.8883463541666666,0.20369479060173035,0.0991499274969101
IMG-INF-034,infrastructure_damage,0.1778763234615326,0.2144121378660202,0.22459684312343597,0.10464709252119064,0.09528003633022308,0.08995793014764786,0.10305224359035492,0.08658854166666667,0.003146701388888889,0.7860243055555556,0.2056247889995575,0.09887530654668808
IMG-INF-035,infrastructure_damage,0.16885459423065186,0.21772554516792297,0.2159864455461502,0.10568282008171082,0.09528499096632004,0.0908227190375328,0.10449815541505814,0.0869140625,0.0029296875,0.7940538194444444,0.2008519023656845,0.10005751252174377
IMG-CLE-000,cleanliness_hazard,0.162234827876091,0.2131679654121399,0.19988805055618286,0.06784602254629135,0.06633506715297699,0.07008242607116699,0.09104499220848083,0.07584635416666667,0.006184895833333333,0.7528211805555556,0.19175972044467926,0.07143965363502502
IMG-CLE-001,cleanliness_hazard,0.19635778665542603,0.18293657898902893,0.21778208017349243,0.06716878712177277,0.06502103060483932,0.07027152925729752,0.09153050184249878,0.07779947916666667,0.0925564236111111,0.2769097222222222,0.1990216225385666,0.0690297931432724
IMG-CLE-002,cleanliness_hazard,0.24196726083755493,0.19805240631103516,0.2272406667470932,0.15180908143520355,0.05958152562379837,0.06627818942070007,0.09729116410017014,0.08485243055555555,0.09429253472222222,0.2470703125,0.22241823375225067,0.10326019674539566
IMG-CLE-003,cleanliness_hazard,0.19209638237953186,0.2186424732208252,0.23407959938049316,0.06545994430780411,0.07525059580802917,0.07637521624565125,0.09816687554121017,0.0832248263888889,0.0032552083333333335,0.5226779513888888,0.2149355560541153,0.07457129657268524
IMG-CLE-004,cleanliness_hazard,0.21712306141853333,0.20387230813503265,0.22103634476661682,0.14303871989250183,0.06052428111433983,0.0670047402381897,0.10009276121854782,0.0849609375,0.08973524305555555,0.5779079861111112,0.21400706470012665,0.09793663024902344
IMG-CLE-005,cleanliness_hazard,0.18701793253421783,0.2025797963142395,0.20953220129013062,0.1041100025177002,0.09605827927589417,0.09185037761926651,0.10784953087568283,0.0890842013888889,0.011935763888888888,0.3465711805555556,0.19970610737800598,0.0979263111948967
IMG-CLE-006,cleanliness_hazard,0.1762445569038391,0.18620134890079498,0.20060472190380096,0.06603347510099411,0.06564239412546158,0.0711553767323494,0.1004616916179657,0.08203125,0.029622395833333332,0.3998480902777778,0.1876794546842575,0.06839195638895035
IMG-CLE-007,cleanliness_hazard,0.19181323051452637,0.19578330218791962,0.19720546901226044,0.0676523968577385,0.06611897796392441,0.0720248743891716,0.10021574050188065,0.07779947916666667,0.046549479166666664,0.23014322916666666,0.19493041932582855,0.06868212670087814
IMG-CLE-008,cleanliness_hazard,0.19540411233901978,0.2030869871377945,0.2359185814857483,0.06590858101844788,0.06487652659416199,0.07186831533908844,0.08834678679704666,0.0720486111111111,0.005750868055555556,0.5813802083333334,0.21146629750728607,0.06986624747514725
IMG-CLE-009,cleanliness_hazard,0.18618471920490265,0.19579899311065674,0.19719275832176208,0.06787412613630295,0.06549901515245438,0.0701889768242836,0.09251770377159119,0.07975260416666667,0.009223090277777778,0.23448350694444445,0.1930551528930664,0.0680573508143425
IMG-CLE-010,cleanliness_hazard,0.15763533115386963,0.18868905305862427,0.215056374669075,0.06540478765964508,0.06419908255338669,0.07040495425462723,0.09378531575202942,0.08051215277777778,0.006944444444444444,0.9269748263888888,0.18712285161018372,0.07073058187961578
IMG-CLE-011,cleanliness_hazard,0.1647803634405136,0.18063515424728394,0.19743739068508148,0.06669390946626663,0.06549665331840515,0.07108021527528763,0.09645416587591171,0.08062065972222222,0.012152777777777778,0.5824652777777778,0.18094705045223236,0.06909862905740738
IMG-CLE-012,cleanliness_hazard,0.1773734986782074,0.19849227368831635,0.20073027908802032,0.06801625341176987,0.0660894587635994,0.07141909748315811,0.09726180136203766,0.0812717013888889,0.0126953125,0.3905164930555556,0.19219519197940826,0.06934671103954315
IMG-CLE-013,cleanliness_hazard,0.17054322361946106,0.19807882606983185,0.23260432481765747,0.06725303083658218,0.06658253818750381,0.07286185026168823,0.09850601106882095,0.07953559027777778,0.013888888888888888,0.8931206597222222,0.2004048228263855,0.07348237931728363
IMG-CLE-014,cleanliness_hazard,0.18136662244796753,0.21804633736610413,0.23046009242534637,0.06614407151937485,0.06750532984733582,0.07256434857845306,0.09802220016717911,0.07682291666666667,0.012261284722222222,0.73828125,0.20995387434959412,0.0718817338347435
IMG-CLE-015,cleanliness_hazard,0.19468463957309723,0.21342796087265015,0.2005341798067093,0.06725317239761353,0.06794431805610657,0.07257404178380966,0.10013362020254135,0.0763888888888889,0.019748263888888888,0.2209201388888889,0.20287835597991943,0.06973844021558762
IMG-CLE-016,cleanliness_hazard,0.16025064885616302,0.2151007354259491,0.20686618983745575,0.0641167014837265,0.06644722819328308,0.07070276141166687,0.09050074964761734,0.07671440972222222,0.005316840277777778,0.8646918402777778,0.19406916201114655,0.07135609537363052
IMG-CLE-017,cleanliness_hazard,0.2179230898618698,0.1854647994041443,0.21812668442726135,0.1587601602077484,0.05940141901373863,0.06679736822843552,0.09606737643480301,0.08778211805555555,0.087890625,0.6119791666666666,0.2071678340435028,0.10630413889884949
IMG-CLE-018,cleanliness_hazard,0.1905793845653534,0.19733256101608276,0.1993185132741928,0.0670023262500763,0.06500564515590668,0.06927581876516342,0.09158071875572205,0.07552083333333333,0.009765625,0.22200520833333334,0.19574014842510223,0.06722171604633331
IMG-CLE-019,cleanliness_hazard,0.17221099138259888,0.20639288425445557,0.22130246460437775,0.06486725807189941,0.06554964184761047,0.07085328549146652,0.09415807574987411,0.07779947916666667,0.009006076388888888,0.8079427083333334,0.1999656856060028,0.07021743804216385
IMG-CLE-020,cleanliness_hazard,0.19582146406173706,0.19390039145946503,0.2249169945716858,0.10391219705343246,0.09658610820770264,0.09028235077857971,0.10689466446638107,0.08799913194444445,0.04025607638888889,0.4008246527777778,0.2048761397600174,0.09811808913946152
IMG-CLE-021,cleanliness_hazard,0.18244096636772156,0.19237318634986877,0.2383485585451126,0.06778652966022491,0.0658435970544815,0.07205852121114731,0.09652267396450043,0.07584635416666667,0.0224609375,0.8478732638888888,0.20438340306282043,0.07280582934617996
IMG-CLE-022,cleanliness_hazard,0.18780161440372467,0.17712627351284027,0.2267467975616455,0.06671714782714844,0.0657685250043869,0.07218780368566513,0.09989660233259201,0.08213975694444445,0.15245225694444445,0.5815972222222222,0.19722124934196472,0.07153575122356415
IMG-CLE-023,cleanliness_hazard,0.19797027111053467,0.21336720883846283,0.22757890820503235,0.06880756467580795,0.06801722198724747,0.07254552096128464,0.0998072400689125,0.0779079861111111,0.021809895833333332,0.4365234375,0.212968647480011,0.07085739076137543
IMG-CLE-024,cleanliness_hazard,0.20053055882453918,0.1780230551958084,0.21450503170490265,0.06867554783821106,0.06575381010770798,0.06968887895345688,0.09086882323026657,0.07942708333333333,0.2431640625,0.23328993055555555,0.19768264889717102,0.06969946622848511
IMG-CLE-025,cleanliness_hazard,0.15765303373336792,0.19162426888942719,0.20622438192367554,0.06552174687385559,0.06488141417503357,0.07048358023166656,0.09291769564151764,0.08159722222222222,0.005099826388888889,0.8780381944444444,0.18516336381435394,0.07003062963485718
IMG-CLE-026,cleanliness_hazard,0.1606515496969223,0.20035454630851746,0.2037915289402008,0.06492394208908081,0.06549745798110962,0.07188999652862549,0.09471210092306137,0.0812717013888889,0.006076388888888889,0.771484375,0.18826238811016083,0.07029227912425995
IMG-CLE-027,cleanliness_hazard,0.1594216376543045,0.21642880141735077,0.20335890352725983,0.06868796795606613,0.06745721399784088,0.07095392793416977,0.09452656656503677,0.07779947916666667,0.009440104166666666,0.8020833333333334,0.1930663287639618,0.07322731614112854
IMG-CLE-028,cleanliness_hazard,0.18804754316806793,0.1892053484916687,0.22128091752529144,0.06648726016283035,0.0654636025428772,0.07133165001869202,0.09652820229530334,0.07899305555555555,0.03493923611111111,0.4934895833333333,0.1995076835155487,0.06953633576631546
IMG-CLE-029,cleanliness_hazard,0.17942295968532562,0.21875520050525665,0.2265109270811081,0.06696463376283646,0.06792048364877701,0.07239624112844467,0.09676650166511536,0.07573784722222222,0.013237847222222222,0.7450086805555556,0.20822598040103912,0.07214254140853882
IMG-CLE-030,cleanliness_hazard,0.18502934277057648,0.19789868593215942,0.22160494327545166,0.06652548909187317,0.06639394909143448,0.072316013276577,0.1005229651927948,0.07964409722222222,0.020833333333333332,0.5524088541666666,0.20150762796401978,0.07012335956096649
IMG-CLE-031,cleanliness_hazard,0.20490020513534546,0.1908438354730606,0.20708584785461426,0.10381413996219635,0.09723932296037674,0.09261145442724228,0.1110621839761734,0.0890842013888889,0.1779513888888889,0.21104600694444445,0.20093968510627747,0.09826038032770157
IMG-CLE-032,cleanliness_hazard,0.19438299536705017,0.2071719616651535,0.23875072598457336,0.06704225391149521,0.06567540764808655,0.07232624292373657,0.08882633596658707,0.0740017361111111,0.005859375,0.7403428819444444,0.21343089640140533,0.07090366631746292
IMG-CLE-033,cleanliness_hazard,0.19933556020259857,0.1950453370809555,0.23297864198684692,0.0675373524427414,0.06551052629947662,0.07242186367511749,0.09301897138357162,0.07801649305555555,0.017903645833333332,0.4263237847222222,0.2091158777475357,0.07061829417943954
IMG-CLE-034,cleanliness_hazard,0.17261147499084473,0.182492196559906,0.22978472709655762,0.06489355862140656,0.06470520049333572,0.07090003788471222,0.09357383847236633,0.07703993055555555,0.009982638888888888,0.9079861111111112,0.19495889544487,0.07139673829078674
IMG-CLE-035,cleanliness_hazard,0.1843358874320984,0.20353597402572632,0.23571787774562836,0.0659622997045517,0.06532339006662369,0.07216333597898483,0.09323640912771225,0.0754123263888889,0.008138020833333334,0.8185763888888888,0.20785903930664062,0.071119524538517
IMG-NOR-000,normal,0.16892609000205994,0.20111076533794403,0.21125653386116028,0.06506147235631943,0.0748850628733635,0.07710560411214828,0.09542015939950943,0.08984375,0.00021701388888888888,0.6462673611111112,0.19376151263713837,0.07475060224533081
IMG-NOR-001,normal,0.19482392072677612,0.2066529542207718,0.236915722489357,0.0658518597483635,0.07482024282217026,0.07611075788736343,0.0956890881061554,0.08355034722222222,0.0018446180555555555,0.5141059027777778,0.21279361844062805,0.07454243302345276
IMG-NOR-002,normal,0.2004280388355255,0.2238408774137497,0.2368808537721634,0.06628724187612534,0.07568846642971039,0.0761689767241478,0.09563206881284714,0.08062065972222222,0.0032552083333333335,0.3842230902777778,0.2203793227672577,0.07440189272165298
